0,2.2,2,,x (in G's),y (in G's),z (in G's)
,,,,-0.07933,-0.94812,-0.318085
,,,,-0.051666,-0.916885,-0.257278
,,,,-0.050537,-0.968552,-0.311172
,,,,-0.056076,-0.988831,-0.304764
,,,,-0.051071,-0.977127,-0.321976
,,,,-0.036835,-0.920898,-0.29509
,,,,-0.039871,-0.981735,-0.348114
,,,,-0.056274,-0.958878,-0.352737
,,,,-0.057922,-0.924759,-0.268143
,,,,-0.044434,-0.935272,-0.257446
,,,,-0.075073,-0.985657,-0.303604
,,,,-0.062866,-0.945053,-0.332657
,,,,-0.039932,-0.920578,-0.29686
,,,,-0.055481,-0.950806,-0.301193
,,,,-0.070892,-0.973145,-0.341415
,,,,-0.082993,-0.939789,-0.329437
,,,,-0.057617,-0.942368,-0.274734
,,,,-0.058578,-0.929962,-0.312836
,,,,-0.038818,-0.895142,-0.29097
,,,,-0.077164,-0.961502,-0.300735
,,,,-0.07869,-0.994583,-0.388168
,,,,-0.041992,-0.849503,-0.226257
,,,,-0.043488,-0.951889,-0.33934
,,,,-0.056473,-0.930191,-0.282791
,,,,-0.04071,-0.877716,-0.25441
,,,,-0.041397,-0.962234,-0.285065
,,,,-0.06218,-0.933167,-0.260956
,,,,-0.031082,-0.982132,-0.314285
,,,,-0.059875,-0.921082,-0.28009
,,,,-0.031326,-0.916306,-0.258865
,,,,-0.05809,-0.983582,-0.33284
,,,,-0.059372,-0.956253,-0.26683
,,,,-0.067261,-0.884232,-0.225998
,,,,-0.027679,-0.961212,-0.29834
,,,,-0.045517,-0.926147,-0.205399
,,,,-0.054321,-1.005478,-0.316864
,,,,-0.038773,-0.906845,-0.215729
,,,,-0.064407,-0.923309,-0.255188
,,,,-0.083878,-0.996628,-0.292633
,,,,-0.084976,-0.943375,-0.270706
,,,,-0.059052,-0.957443,-0.249344
,,,,-0.063553,-0.942017,-0.271545
,,,,-0.04657,-0.932632,-0.267456
,,,,-0.04924,-0.929749,-0.225128
,,,,-0.058105,-1.044159,-0.290466
,,,,-0.099762,-0.985016,-0.268768
,,,,-0.073685,-0.955429,-0.232498
,,,,-0.061539,-1.003128,-0.273193
,,,,-0.055634,-0.970154,-0.307098
,,,,-0.077271,-0.960815,-0.287094
,,,,-0.067841,-0.976974,-0.238449
,,,,-0.08812,-0.98938,-0.288696
,,,,-0.063095,-0.955811,-0.230667
,,,,-0.035263,-0.910172,-0.300354
,,,,-0.074173,-1.023972,-0.308075
,,,,-0.024872,-0.927628,-0.251678
,,,,-0.068497,-1.010178,-0.277573
,,,,-0.092972,-0.946136,-0.292847
,,,,-0.046082,-0.938797,-0.237305
,,,,-0.05368,-0.973099,-0.223358
,,,,-0.057922,-0.944687,-0.242126
,,,,-0.059097,-0.921158,-0.250366
,,,,-0.058731,-0.997086,-0.32312
,,,,-0.039429,-0.943787,-0.314316
,,,,-0.055237,-0.877716,-0.233093
,,,,-0.025024,-0.903915,-0.193069
,,,,-0.038239,-1.038254,-0.293549
,,,,-0.03653,-0.942566,-0.274445
,,,,-0.055496,-0.851913,-0.219055
,,,,-0.039413,-0.954819,-0.225174
,,,,-0.047043,-1.008301,-0.317856
,,,,-0.037369,-0.892792,-0.252502
,,,,-0.064667,-0.880066,-0.185715
,,,,-0.072739,-1.007965,-0.252457
,,,,-0.049652,-0.934692,-0.2677
,,,,-0.055008,-0.911865,-0.244675
,,,,-0.066803,-0.934814,-0.225479
,,,,-0.049927,-0.98027,-0.30127
,,,,-0.058563,-0.923523,-0.223099
,,,,-0.072342,-0.983749,-0.219818
,,,,-0.067383,-0.980865,-0.231949
,,,,-0.055115,-0.953293,-0.259155
,,,,-0.051422,-0.966217,-0.251678
,,,,-0.060196,-0.985626,-0.258423
,,,,-0.075684,-0.930237,-0.255478
,,,,-0.079865,-0.90036,-0.247482
,,,,-0.087036,-0.996078,-0.26709
,,,,-0.075165,-1.011108,-0.261154
,,,,-0.068314,-0.930267,-0.201309
,,,,-0.073181,-0.97789,-0.202209
,,,,-0.070282,-0.998672,-0.273834
,,,,-0.078751,-0.938034,-0.278198
,,,,-0.075134,-0.979492,-0.285217
,,,,-0.05954,-1.040756,-0.29274
,,,,-0.038086,-0.930847,-0.240143
,,,,-0.066055,-0.951782,-0.209808
,,,,-0.063065,-0.962173,-0.216248
,,,,-0.079758,-1.003433,-0.243454
,,,,-0.056427,-0.942276,-0.22757
,,,,-0.02742,-0.917664,-0.284271
,,,,-0.04776,-0.943283,-0.290421
,,,,-0.052887,-0.962402,-0.221832
,,,,-0.038681,-1.022614,-0.287247
,,,,-0.047836,-0.915741,-0.167755
,,,,-0.049271,-0.957489,-0.226837
,,,,-0.068848,-0.993469,-0.231384
,,,,-0.073425,-0.966766,-0.275101
,,,,-0.058243,-0.88063,-0.19133
,,,,-0.05777,-0.99646,-0.251114
,,,,-0.080551,-1.09613,-0.221085
,,,,-0.02565,-0.92955,-0.290848
,,,,-0.055298,-0.847092,-0.121689
,,,,-0.033508,-1.030045,-0.241333
,,,,-0.061066,-1.148026,-0.322723
,,,,-0.054535,-0.945526,-0.278305
,,,,-0.0923,-0.740707,-0.060242
,,,,-0.077499,-1.065704,-0.29483
,,,,-0.086945,-1.069275,-0.272736
,,,,-0.03476,-0.84436,-0.183228
,,,,-0.025101,-0.869476,-0.161499
,,,,-0.060577,-1.092178,-0.295486
,,,,-0.087479,-1.024597,-0.307831
,,,,-0.07016,-0.868332,-0.164917
,,,,-0.055923,-0.960739,-0.162155
,,,,-0.015045,-1.090042,-0.232956
,,,,-0.049759,-1.022934,-0.311172
,,,,-0.062897,-0.837448,-0.224182
,,,,-0.045273,-0.93161,-0.156708
,,,,-0.022751,-1.122726,-0.320419
,,,,-0.012085,-0.938568,-0.242126
,,,,-0.062057,-0.842896,-0.177704
,,,,-0.131744,-0.955734,-0.157379
,,,,-0.071472,-1.062454,-0.263077
,,,,-0.012527,-0.992538,-0.322586
,,,,-0.038864,-0.828903,-0.166824
,,,,-0.06636,-0.960526,-0.200119
,,,,-0.072205,-1.054367,-0.255203
,,,,-0.033813,-1.001556,-0.317612
,,,,-0.042313,-0.832169,-0.134064
,,,,-0.0354,-0.988312,-0.234146
,,,,-0.057297,-1.014267,-0.251801
,,,,-0.036148,-0.943893,-0.270386
,,,,-0.023178,-0.946228,-0.221603
,,,,-0.035934,-0.979553,-0.220932
,,,,-0.03334,-0.976196,-0.222397
,,,,-0.025375,-0.945007,-0.236298
,,,,-0.030289,-0.94458,-0.225281
,,,,-0.05481,-0.964981,-0.214767
,,,,-0.049973,-0.981888,-0.211365
,,,,-0.052216,-1.015686,-0.237625
,,,,-0.07486,-0.987747,-0.227524
,,,,-0.0802,-0.989639,-0.225021
,,,,-0.101425,-1.01088,-0.212433
,,,,-0.090225,-0.982956,-0.229034
,,,,-0.029816,-0.918991,-0.195801
,,,,-0.027847,-0.99086,-0.219986
,,,,-0.010178,-0.989365,-0.237778
,,,,-0.016754,-0.966888,-0.223175
,,,,-0.064224,-0.99324,-0.229935
,,,,-0.077438,-0.946671,-0.175018
,,,,-0.045547,-0.972534,-0.191879
,,,,-0.031357,-0.964752,-0.161224
,,,,-0.01442,-1.024521,-0.238251
,,,,-0.060135,-0.982224,-0.177475
,,,,-0.086563,-1.039642,-0.224548
,,,,-0.051697,-0.911499,-0.199432
,,,,-0.023804,-0.961746,-0.227051
,,,,-0.050766,-0.997162,-0.186813
,,,,-0.043701,-1.115479,-0.250854
,,,,-0.044754,-0.947388,-0.181488
,,,,-0.040726,-0.966324,-0.131149
,,,,-0.0616,-1.053558,-0.221207
,,,,-0.056122,-0.987274,-0.21431
,,,,-0.082367,-1.010941,-0.243805
,,,,-0.094879,-0.967545,-0.182053
,,,,-0.070557,-1.0298,-0.214798
,,,,-0.034668,-1.006226,-0.184631
,,,,-0.044724,-1.020081,-0.222946
,,,,-0.089432,-0.966385,-0.180038
,,,,-0.067795,-0.996414,-0.181702
,,,,-0.059738,-1.039993,-0.243042
,,,,-0.049133,-1.017685,-0.260681
,,,,-0.057083,-0.957901,-0.202164
,,,,-0.069748,-0.973877,-0.210648
,,,,-0.101044,-1.005768,-0.211548
,,,,-0.060013,-0.938049,-0.182861
,,,,-0.061829,-0.977188,-0.195999
,,,,-0.069153,-1.022369,-0.193802
,,,,-0.075134,-0.985977,-0.221741
,,,,-0.074905,-0.919998,-0.174454
,,,,-0.083817,-0.982941,-0.152466
,,,,-0.081635,-1.02742,-0.22966
,,,,-0.053391,-0.973755,-0.212753
,,,,-0.066803,-0.981613,-0.199799
,,,,-0.057159,-0.980759,-0.194092
,,,,-0.079666,-0.984421,-0.200394
,,,,-0.104233,-0.95784,-0.188629
,,,,-0.114471,-1.063019,-0.210083
,,,,-0.067413,-0.967636,-0.21405
,,,,-0.040649,-0.913589,-0.145157
,,,,-0.077209,-1.010742,-0.225037
,,,,-0.111206,-1.044312,-0.249908
,,,,-0.15448,-0.952957,-0.196167
,,,,-0.151093,-1.131241,-0.188904
,,,,-0.071274,-1.08046,-0.256271
,,,,-0.07724,-1.026779,-0.265701
,,,,-0.140839,-0.972092,-0.12355
,,,,-0.178787,-1.116653,-0.254013
,,,,-0.172714,-1.148804,-0.365829
,,,,-0.091309,-0.881927,-0.242523
,,,,-0.074081,-0.906296,-0.178497
,,,,-0.139694,-1.142242,-0.322784
,,,,-0.103241,-0.877563,-0.165298
,,,,-0.112976,-1.020325,-0.236084
,,,,-0.107056,-0.94809,-0.213943
,,,,-0.058044,-0.87851,-0.149353
,,,,-0.101807,-0.999512,-0.213486
,,,,-0.077789,-0.971054,-0.17067
,,,,-0.098129,-1.056732,-0.314468
,,,,-0.105606,-0.851547,-0.162537
,,,,-0.077896,-0.946182,-0.165649
,,,,-0.135651,-1.187363,-0.2771
,,,,-0.09317,-0.968552,-0.226761
,,,,-0.125641,-0.913086,-0.259659
,,,,-0.142731,-0.923737,-0.109131
,,,,-0.130829,-1.102127,-0.276108
,,,,-0.069107,-1.021927,-0.257996
,,,,-0.078888,-0.882172,-0.203308
,,,,-0.160339,-1.02858,-0.179932
,,,,-0.152679,-0.984406,-0.201828
,,,,-0.100967,-0.973663,-0.239975
,,,,-0.096054,-0.993942,-0.235703
,,,,-0.097244,-0.982635,-0.232727
,,,,-0.101517,-0.974838,-0.205688
,,,,-0.113663,-1.003815,-0.227264
,,,,-0.103943,-0.990479,-0.233215
,,,,-0.115829,-0.990585,-0.214752
,,,,-0.103729,-0.962265,-0.226685
,,,,-0.135162,-0.940491,-0.145706
,,,,-0.140747,-1.065201,-0.243088
,,,,-0.110046,-1.00145,-0.239609
,,,,-0.116119,-0.922516,-0.185532
,,,,-0.142593,-1.007874,-0.201035
,,,,-0.104218,-1.012985,-0.23494
,,,,-0.090027,-0.990662,-0.248703
,,,,-0.107895,-0.981262,-0.216614
,,,,-0.148804,-0.962646,-0.234955
,,,,-0.111511,-0.98703,-0.225876
,,,,-0.092361,-0.969345,-0.216095
,,,,-0.075714,-0.973343,-0.222244
,,,,-0.1241,-0.975677,-0.214722
,,,,-0.113235,-1.001221,-0.213058
,,,,-0.086807,-0.932312,-0.20488
,,,,-0.095383,-0.957199,-0.218613
,,,,-0.135147,-0.977097,-0.246613
,,,,-0.133133,-0.981369,-0.251068
,,,,-0.118927,-0.937164,-0.193604
,,,,-0.122147,-0.999451,-0.217377
,,,,-0.080353,-0.99144,-0.237015
,,,,-0.075882,-0.999069,-0.216553
,,,,-0.108749,-0.939667,-0.202774
,,,,-0.133133,-0.962265,-0.188354
,,,,-0.153793,-0.991974,-0.196457
,,,,-0.126236,-1.043747,-0.231689
,,,,-0.077408,-0.970078,-0.237534
,,,,-0.077118,-0.93042,-0.177048
,,,,-0.115021,-1.014084,-0.207855
,,,,-0.107025,-1.076523,-0.265808
,,,,-0.117355,-0.987335,-0.198395
,,,,-0.116272,-0.987503,-0.172363
,,,,-0.130905,-1.001282,-0.17865
,,,,-0.123383,-1.002151,-0.202011
,,,,-0.085342,-0.958389,-0.16333
,,,,-0.080124,-1.012543,-0.235474
,,,,-0.131592,-0.968079,-0.137772
,,,,-0.14505,-1.031372,-0.194107
,,,,-0.108658,-1.011276,-0.181625
,,,,-0.066315,-0.989853,-0.209976
,,,,-0.081955,-0.945724,-0.131989
,,,,-0.140091,-1.037781,-0.145065
,,,,-0.143906,-1.009628,-0.167389
,,,,-0.083862,-0.985031,-0.185654
,,,,-0.056641,-0.92485,-0.146667
,,,,-0.067749,-0.997498,-0.17009
,,,,-0.138382,-1.073425,-0.216003
,,,,-0.158798,-1.04335,-0.185837
,,,,-0.117508,-1.024277,-0.19072
,,,,-0.073746,-0.940872,-0.146851
,,,,-0.070328,-0.934464,-0.113953
,,,,-0.100922,-0.966248,-0.160431
,,,,-0.118225,-0.978043,-0.161819
,,,,-0.130386,-1.07103,-0.196564
,,,,-0.090515,-0.959824,-0.164642
,,,,-0.106293,-0.959763,-0.16597
,,,,-0.111359,-1.003235,-0.126022
,,,,-0.123825,-1.068207,-0.172562
,,,,-0.116562,-0.990601,-0.117477
,,,,-0.088379,-0.987274,-0.084366
,,,,-0.088272,-0.989838,-0.100555
,,,,-0.05275,-0.95192,-0.11879
,,,,-0.032516,-0.887482,-0.062103
,,,,-0.038376,-0.944962,-0.167847
,,,,-0.109909,-1.034958,-0.172562
,,,,-0.1409,-1.050873,-0.151505
,,,,-0.129517,-1.036804,-0.149353
,,,,-0.080399,-0.971069,-0.120575
,,,,-0.078796,-1.005661,-0.101166
,,,,-0.099884,-1.013916,-0.10437
,,,,-0.090576,-0.945908,-0.123016
,,,,-0.044312,-0.924637,-0.096497
,,,,-0.080948,-0.900238,-0.0448
,,,,-0.125809,-1.004364,-0.10083
,,,,-0.156708,-1.011826,-0.146408
,,,,-0.133636,-0.978363,-0.153015
,,,,-0.09166,-0.975632,-0.119812
,,,,-0.084366,-1.035629,-0.168213
,,,,-0.093445,-1.007736,-0.148071
,,,,-0.0811,-1.001175,-0.123764
,,,,-0.053848,-0.966339,-0.121048
,,,,-0.052032,-0.969543,-0.104462
,,,,-0.102905,-1.057632,-0.125931
,,,,-0.159882,-1.031418,-0.116837
,,,,-0.18309,-0.991745,-0.075027
,,,,-0.153351,-0.973923,-0.103592
,,,,-0.085907,-0.858231,-0.109482
,,,,-0.074631,-0.886368,-0.015976
,,,,-0.099121,-1.215057,-0.243546
,,,,-0.138092,-1.027618,-0.06987
,,,,-0.076645,-1.012054,-0.085495
,,,,-0.072845,-1.001801,-0.072876
,,,,-0.064835,-1.058121,-0.17392
,,,,-0.1194,-0.997375,-0.088562
,,,,-0.087143,-0.973328,-0.215881
,,,,-0.193939,-0.854782,-0.120316
,,,,-0.126648,-1.105957,-0.263672
,,,,-0.083771,-1.012741,-0.22168
,,,,-0.029907,-0.836533,-0.195984
,,,,-0.023666,-0.754211,-0.133194
,,,,-0.067673,-0.939133,-0.237869
,,,,-0.17157,-1.321671,-0.408936
,,,,-0.120575,-0.897217,-0.265244
,,,,-0.084351,-0.922989,-0.342346
,,,,-0.102692,-1.01178,-0.26059
,,,,-0.086487,-1.029388,-0.142319
,,,,-0.11087,-1.145065,-0.337494
,,,,-0.093979,-0.769531,-0.154114
,,,,-0.071503,-0.932739,-0.262924
,,,,-0.106705,-0.982574,-0.21611
,,,,-0.037918,-1.091797,-0.416534
,,,,-0.038483,-0.86351,-0.232712
,,,,-0.028427,-0.902695,-0.243317
,,,,-0.078613,-0.9552,-0.175873
,,,,-0.078247,-1.111679,-0.401901
,,,,-0.102081,-0.859833,-0.203705
,,,,-0.081161,-0.963821,-0.201691
,,,,-0.115738,-1.048523,-0.238541
,,,,-0.045517,-0.975327,-0.162842
,,,,-0.065155,-1.148056,-0.341858
,,,,-0.059402,-0.908295,-0.195343
,,,,-0.05101,-0.941391,-0.193405
,,,,-0.088791,-1.035034,-0.192825
,,,,-0.060104,-0.975784,-0.221161
,,,,-0.076187,-0.935608,-0.189224
,,,,-0.081116,-0.948074,-0.180283
,,,,-0.098328,-1.002991,-0.211487
,,,,-0.084183,-0.98822,-0.221863
,,,,-0.042023,-0.977371,-0.192444
,,,,-0.052353,-0.997543,-0.204056
,,,,-0.074371,-0.974808,-0.18306
,,,,-0.103302,-0.992569,-0.212708
,,,,-0.084869,-0.97937,-0.268463
,,,,-0.055984,-0.971497,-0.283646
,,,,-0.042206,-0.954224,-0.314011
,,,,-0.024399,-0.931366,-0.292984
,,,,-0.033768,-0.945587,-0.267258
,,,,-0.040878,-0.986099,-0.286179
,,,,-0.04216,-1.003754,-0.300919
,,,,-0.074142,-0.958206,-0.269226
,,,,-0.089462,-0.958435,-0.250763
,,,,-0.081024,-0.967911,-0.255219
,,,,-0.05304,-0.946457,-0.240936
,,,,-0.049728,-0.987503,-0.241089
,,,,-0.013504,-1.06575,-0.285995
,,,,-0.014053,-0.955826,-0.24913
,,,,-0.011093,-0.939636,-0.220886
,,,,-0.023727,-0.975906,-0.265274
,,,,-0.026855,-0.984741,-0.285019
,,,,-0.067368,-0.963882,-0.274109
,,,,-0.070343,-0.964249,-0.231766
,,,,-0.043732,-0.986984,-0.259277
,,,,-0.040482,-0.996231,-0.253738
,,,,-0.031555,-0.950073,-0.269455
,,,,-0.027527,-0.918884,-0.257996
,,,,-0.045959,-0.947769,-0.252914
,,,,-0.030396,-0.995392,-0.278732
,,,,-0.01358,-0.963409,-0.292877
,,,,-0.012466,-0.972244,-0.257553
,,,,-0.01152,-1.012009,-0.268768
,,,,-0.014816,-1.004578,-0.253387
,,,,-0.018692,-1.039627,-0.288101
,,,,-0.023758,-1.013519,-0.285965
,,,,-0.03447,-0.982162,-0.232407
,,,,-0.087921,-0.993256,-0.255447
,,,,-0.097931,-0.982086,-0.310013
,,,,-0.091934,-0.923203,-0.339279
,,,,-0.058533,-0.888977,-0.316727
,,,,-0.025513,-1.012192,-0.368423
,,,,0.017029,-0.975861,-0.372772
,,,,0.068588,-0.868088,-0.329926
,,,,0.038818,-0.90538,-0.312363
,,,,-0.012756,-1.005219,-0.380997
,,,,-0.022461,-0.943909,-0.432205
,,,,0.022873,-0.874863,-0.393341
,,,,0.041,-0.85582,-0.352859
,,,,0.010925,-0.950653,-0.415588
,,,,0.006332,-1.004822,-0.424591
,,,,0.011642,-0.964142,-0.375107
,,,,0.013123,-0.990814,-0.354019
,,,,0.068207,-1.020599,-0.4104
,,,,0.069916,-0.929108,-0.360016
,,,,0.015244,-0.950592,-0.347137
,,,,-0.018967,-0.929947,-0.338623
,,,,-0.060532,-0.940369,-0.386688
,,,,-0.018341,-0.910919,-0.410507
,,,,0.048569,-0.868439,-0.360184
,,,,0.074844,-1.037048,-0.443375
,,,,0.054672,-0.884476,-0.368713
,,,,-0.013321,-0.859482,-0.330383
,,,,-0.021484,-0.985626,-0.370987
,,,,0.054688,-0.965164,-0.416687
,,,,0.087448,-0.998169,-0.421692
,,,,0.107086,-0.945206,-0.375717
,,,,0.101776,-0.898804,-0.327026
,,,,0.016693,-1.01355,-0.374939
,,,,0.002655,-0.974365,-0.429443
,,,,0.025421,-0.865692,-0.318863
,,,,0.092117,-0.904343,-0.325912
,,,,0.140549,-0.982971,-0.358887
,,,,0.071411,-0.896561,-0.301254
,,,,0.028839,-0.919662,-0.290848
,,,,0.027817,-0.969574,-0.36235
,,,,0.071594,-0.964172,-0.440521
,,,,0.07312,-0.874786,-0.405197
,,,,-0.000671,-0.916336,-0.379715
,,,,-0.035049,-0.914169,-0.355408
,,,,-0.010803,-0.972763,-0.380264
,,,,0.025528,-1.049011,-0.457932
,,,,0.097641,-0.951797,-0.459717
,,,,0.106506,-0.864639,-0.336166
,,,,0.11821,-0.910965,-0.374146
,,,,0.14006,-0.963486,-0.409988
,,,,0.118744,-0.879684,-0.368378
,,,,0.124847,-0.895889,-0.342331
,,,,0.160873,-0.89978,-0.373703
,,,,0.118118,-0.937378,-0.372375
,,,,0.027054,-0.945694,-0.347412
,,,,-0.056778,-0.944778,-0.378677
,,,,-0.137466,-0.983932,-0.415955
,,,,-0.073639,-0.993698,-0.439941
,,,,-0.015945,-0.937729,-0.448654
,,,,0.006699,-0.865753,-0.379395
,,,,0.047226,-0.877899,-0.35347
,,,,0.068497,-0.89209,-0.360336
,,,,0.074295,-0.960526,-0.385025
,,,,0.063583,-0.913651,-0.389679
,,,,-0.004562,-0.95813,-0.401657
,,,,-0.013275,-0.900208,-0.362686
,,,,0.02478,-0.924866,-0.406845
,,,,0.033371,-0.908051,-0.383926
,,,,-0.001175,-0.96286,-0.417999
,,,,-0.027725,-0.942993,-0.392181
,,,,-0.053665,-0.927628,-0.370911
,,,,-0.036926,-0.976181,-0.409012
,,,,0.001282,-0.955093,-0.416031
,,,,0.060303,-0.873825,-0.368607
,,,,0.035751,-0.937958,-0.375595
,,,,0.022293,-0.917542,-0.392075
,,,,-0.001129,-0.937454,-0.391479
,,,,-0.00769,-0.921463,-0.354706
,,,,-0.012802,-0.961929,-0.416946
,,,,-0.021988,-0.936325,-0.397919
,,,,-0.035202,-0.940125,-0.401978
,,,,-0.055695,-0.925629,-0.378723
,,,,-0.04512,-0.946503,-0.379379
,,,,-0.039017,-0.945496,-0.348846
,,,,-0.034698,-0.965515,-0.343765
,,,,-0.02211,-0.952057,-0.3396
,,,,-0.01506,-0.958237,-0.339905
,,,,-0.015289,-0.903061,-0.317734
,,,,-0.016525,-0.937897,-0.323624
,,,,-0.026611,-0.920959,-0.339111
,,,,-0.063095,-0.954758,-0.353165
,,,,-0.08876,-0.960037,-0.378159
,,,,-0.071152,-0.956818,-0.386139
,,,,-0.038284,-0.913116,-0.354141
,,,,-0.018341,-0.933044,-0.361923
,,,,-0.02774,-0.913284,-0.387817
,,,,-0.031601,-0.915756,-0.346237
,,,,-0.051163,-0.963745,-0.387131
,,,,-0.062805,-0.96405,-0.421951
,,,,-0.058578,-0.874786,-0.395798
,,,,-0.044739,-0.950104,-0.418732
,,,,-0.042145,-0.920776,-0.370789
,,,,-0.041321,-0.946121,-0.362305
,,,,-0.062668,-0.941635,-0.353699
,,,,-0.053284,-0.918442,-0.408401
,,,,-0.065979,-0.916031,-0.366959
,,,,-0.059464,-0.924973,-0.379669
,,,,-0.058929,-0.952011,-0.388443
,,,,-0.043655,-0.933823,-0.410583
,,,,-0.049332,-0.887344,-0.358505
,,,,-0.064774,-0.970871,-0.420181
,,,,-0.046936,-0.914612,-0.404327
,,,,-0.083481,-0.90451,-0.358643
,,,,-0.084793,-0.972321,-0.422592
,,,,-0.076614,-0.949371,-0.430389
,,,,-0.044647,-0.833801,-0.369293
,,,,-0.029434,-0.867355,-0.337784
,,,,-0.066238,-1.025406,-0.456223
,,,,-0.053207,-0.936432,-0.44075
,,,,-0.081223,-0.901291,-0.37265
,,,,-0.114807,-0.964203,-0.35347
,,,,-0.071686,-0.941925,-0.453842
,,,,-0.019684,-0.848694,-0.354431
,,,,-0.028793,-0.930695,-0.405319
,,,,-0.05014,-0.974518,-0.451431
,,,,-0.087326,-0.889832,-0.369202
,,,,-0.084732,-0.957565,-0.361847
,,,,-0.066803,-1.026794,-0.467148
,,,,-0.026657,-0.833923,-0.354279
,,,,-0.034775,-0.853134,-0.351944
,,,,-0.054611,-0.920746,-0.370865
,,,,-0.058823,-1.021759,-0.430252
,,,,-0.065796,-0.932724,-0.40947
,,,,-0.078201,-0.904236,-0.382706
,,,,-0.108368,-0.933182,-0.386032
,,,,-0.059006,-0.873428,-0.326248
,,,,-0.054932,-0.936676,-0.384186
,,,,-0.048599,-0.950394,-0.423981
,,,,-0.046371,-0.866547,-0.374878
,,,,-0.057877,-0.931519,-0.353226
,,,,-0.098068,-1.042007,-0.420563
,,,,-0.08699,-0.937378,-0.404297
,,,,-0.057465,-0.797073,-0.300461
,,,,-0.081909,-0.939941,-0.365509
,,,,-0.075073,-0.968445,-0.399414
,,,,-0.061737,-0.912323,-0.361847
,,,,-0.083481,-0.97139,-0.382278
,,,,-0.048981,-0.923309,-0.40004
,,,,-0.058456,-0.926392,-0.341873
,,,,-0.078217,-0.977905,-0.373322
,,,,-0.064697,-0.915909,-0.380341
,,,,-0.082062,-0.931412,-0.323776
,,,,-0.077332,-0.962448,-0.421631
,,,,-0.070053,-0.913101,-0.392242
,,,,-0.105118,-0.925278,-0.350784
,,,,-0.100555,-0.971832,-0.360886
,,,,-0.054565,-0.932068,-0.376755
,,,,-0.054214,-0.918671,-0.371201
,,,,-0.079712,-0.893616,-0.340134
,,,,-0.095459,-0.95697,-0.365738
,,,,-0.074722,-0.983917,-0.422195
,,,,-0.059158,-0.889893,-0.361435
,,,,-0.075317,-0.935135,-0.351624
,,,,-0.10347,-0.949615,-0.403412
,,,,-0.076416,-0.9077,-0.386719
,,,,-0.088943,-0.914917,-0.367142
,,,,-0.089188,-0.955505,-0.353897
,,,,-0.090103,-0.968735,-0.372589
,,,,-0.062119,-0.894363,-0.383652
,,,,-0.052551,-0.872086,-0.344589
,,,,-0.079681,-0.976471,-0.373535
,,,,-0.086029,-0.989761,-0.396744
,,,,-0.106247,-0.929276,-0.383469
,,,,-0.094635,-0.8638,-0.290756
,,,,-0.107452,-0.983566,-0.381393
,,,,-0.084259,-0.97934,-0.392853
,,,,-0.046631,-0.871048,-0.388794
,,,,-0.049026,-0.871048,-0.296677
,,,,-0.083008,-1.02948,-0.396881
,,,,-0.078751,-0.947586,-0.400757
,,,,-0.131027,-0.946609,-0.344193
,,,,-0.130112,-0.883011,-0.328949
,,,,-0.127823,-0.960938,-0.35051
,,,,-0.097992,-0.910767,-0.375107
,,,,-0.069336,-0.900421,-0.302521
,,,,-0.13588,-1.013367,-0.35405
,,,,-0.139816,-0.996918,-0.386444
,,,,-0.148575,-0.870895,-0.311707
,,,,-0.13269,-0.962952,-0.345612
,,,,-0.087189,-0.932312,-0.389374
,,,,-0.095016,-0.91301,-0.365021
,,,,-0.125656,-0.930435,-0.370285
,,,,-0.125885,-0.9487,-0.359344
,,,,-0.117416,-0.928299,-0.360153
,,,,-0.090118,-0.922287,-0.294952
,,,,-0.111908,-0.968079,-0.349823
,,,,-0.09111,-0.934097,-0.385513
,,,,-0.105896,-0.873749,-0.333054
,,,,-0.134827,-0.963684,-0.321289
,,,,-0.122589,-0.983505,-0.407654
,,,,-0.096588,-0.909958,-0.327209
,,,,-0.111328,-0.918213,-0.31044
,,,,-0.109497,-0.976746,-0.354004
,,,,-0.101624,-0.927597,-0.362854
,,,,-0.093781,-0.914993,-0.323868
,,,,-0.115021,-0.983978,-0.380646
,,,,-0.080795,-0.894073,-0.325775
,,,,-0.070358,-0.937714,-0.316223
,,,,-0.068573,-0.986618,-0.3582
,,,,-0.054337,-0.922653,-0.379593
,,,,-0.052429,-0.889145,-0.303436
,,,,-0.078049,-0.974686,-0.355316
,,,,-0.061783,-0.956253,-0.39621
,,,,-0.080704,-0.919174,-0.305557
,,,,-0.106842,-0.97847,-0.33017
,,,,-0.075287,-0.938995,-0.353928
,,,,-0.048737,-0.90506,-0.299637
,,,,-0.088898,-1.008575,-0.374863
,,,,-0.066071,-0.896179,-0.348343
,,,,-0.039444,-0.892761,-0.290436
,,,,-0.093445,-1.036697,-0.349472
,,,,-0.083435,-0.984543,-0.389618
,,,,-0.062119,-0.812805,-0.301102
,,,,-0.046951,-0.867233,-0.269424
,,,,-0.098694,-1.12236,-0.393448
,,,,-0.028107,-0.945114,-0.373459
,,,,-0.093521,-0.839096,-0.313156
,,,,-0.122574,-0.946594,-0.299942
,,,,-0.11142,-1.005066,-0.340576
,,,,-0.08139,-0.979965,-0.40535
,,,,-0.096176,-0.881561,-0.298248
,,,,-0.072922,-0.889664,-0.274689
,,,,-0.074875,-0.965286,-0.343353
,,,,-0.072128,-0.947098,-0.377899
,,,,-0.071396,-0.907898,-0.286987
,,,,-0.096359,-0.950272,-0.299377
